ticket_id,created_at,category,priority,channel,customer_tier,first_response_minutes,resolution_minutes,status,escalated,refund_requested,refund_amount,csat_score
TCK-10499,2025-12-17T13:09:00,Billing,Low,Phone,Pro,90.18,532.88,Closed,False,True,21.39,
TCK-10500,2026-07-09T08:21:00,Shipping,High,Chat,Free,36.96,219.54,Closed,False,False,,4.00
TCK-10501,2026-02-24T07:03:00,Technical,High,Phone,Pro,52.65,319.42,Resolved,True,False,,4.00
TCK-10502,2026-04-30T13:27:00,Billing,Low,Phone,Pro,79.36,308.96,Closed,False,False,,
TCK-10503,2026-01-13T07:19:00,Billing,High,Chat,Enterprise,116.51,924.04,Resolved,False,False,,
TCK-10504,2026-05-29T15:52:00,Billing,Low,Chat,Free,120.22,618.78,Closed,False,True,397.31,3.00
TCK-10505,2026-01-09T08:16:00,Shipping,Normal,Chat,Enterprise,38.49,370.11,Pending,False,False,,4.00
TCK-10506,2025-08-04T12:27:00,Shipping,Normal,Email,Free,62.92,264.40,Pending,False,False,,4.00
TCK-10507,2025-08-29T10:29:00,Other,High,Chat,Pro,77.16,255.18,Resolved,False,False,,3.00
TCK-10508,2026-01-06T17:10:00,Returns,Urgent,Email,Pro,161.68,1834.34,Closed,False,True,203.75,4.00
TCK-10509,2025-09-25T08:42:00,Technical,Normal,Chat,Enterprise,34.59,248.24,Resolved,True,False,,4.00
TCK-10510,2025-10-27T16:58:00,Billing,Normal,Phone,Free,25.76,259.70,Resolved,False,True,217.95,
TCK-10511,2025-12-12T18:18:00,Billing,Normal,Web,Free,31.43,400.54,Resolved,False,True,373.85,3.00
TCK-10512,2025-10-08T10:52:00,Other,Normal,Web,Free,34.09,205.58,Closed,False,False,,3.00
TCK-10513,2026-05-06T11:57:00,Account,Normal,Chat,Free,30.32,160.17,Closed,False,False,,4.00
TCK-10514,2026-06-26T11:56:00,Account,Normal,Chat,Free,75.45,300.62,Resolved,False,False,,4.00
TCK-10515,2026-03-21T12:18:00,Returns,Normal,Email,Pro,,815.41,Closed,False,True,23.20,
TCK-10516,2026-07-26T07:02:00,Account,Normal,Phone,Free,14.04,80.32,Closed,False,False,,4.00
TCK-10517,2025-12-25T09:03:00,Shipping,High,Phone,Free,39.17,532.20,Closed,True,False,,4.00
TCK-10518,2026-02-03T08:44:00,Shipping,Normal,Chat,Enterprise,63.15,301.21,Pending,False,False,,3.00
TCK-10519,2025-11-14T11:22:00,Technical,Normal,Email,Free,40.17,173.69,Resolved,False,False,,5.00
TCK-10520,2025-08-27T07:42:00,Billing,Normal,Web,Free,54.12,739.97,Resolved,False,True,272.87,
TCK-10521,2026-03-23T19:01:00,Account,High,Phone,Free,21.83,243.94,Resolved,False,False,,
TCK-10522,2026-05-17T15:16:00,Technical,Normal,Web,Enterprise,71.26,299.41,Resolved,True,False,,
TCK-10523,2025-12-15T18:51:00,Technical,Urgent,Chat,Free,66.09,423.60,Resolved,True,False,,5.00
TCK-10524,2026-05-01T09:46:00,Billing,Low,Phone,Free,35.09,176.31,Open,False,False,,1.00
TCK-10525,2026-07-26T19:02:00,Shipping,Low,Phone,Pro,43.60,170.06,Closed,False,False,,
TCK-10526,2026-06-27T15:27:00,Billing,High,Chat,Pro,29.70,302.50,Open,False,False,,3.00
TCK-10527,2026-06-26T10:17:00,Technical,Low,Phone,Free,76.34,287.73,Pending,False,False,,4.00
TCK-10528,2026-07-08T11:30:00,Shipping,High,Web,Free,74.78,318.83,Resolved,True,False,,
TCK-10529,2025-09-21T15:54:00,Technical,Low,Phone,Free,40.32,354.69,Resolved,False,False,,
TCK-10530,2026-07-07T11:09:00,Billing,Normal,Chat,Pro,34.72,443.44,Resolved,False,False,,5.00
TCK-10531,2026-04-08T10:14:00,Account,Normal,Chat,Pro,39.98,141.29,Resolved,False,False,,5.00
TCK-10532,2026-02-07T12:34:00,Billing,Normal,Phone,Free,32.17,99.19,Closed,False,False,,4.00
TCK-10533,2026-02-25T17:23:00,Shipping,Normal,Email,Pro,49.15,198.78,Closed,False,False,,5.00
TCK-10534,2026-01-30T16:28:00,Technical,Normal,Email,Pro,44.48,312.41,Closed,False,False,,4.00
TCK-10535,2025-11-27T15:37:00,Technical,High,Email,Free,43.40,534.11,Resolved,False,False,,
TCK-10536,2025-08-04T19:02:00,Account,Normal,Chat,Free,39.39,124.52,Pending,False,False,,4.00
TCK-10537,2025-11-01T12:13:00,Shipping,Low,Web,Enterprise,36.32,154.48,Resolved,False,False,,4.00
TCK-10538,2025-12-09T07:13:00,Billing,Normal,Web,Pro,67.08,322.05,Closed,False,False,,
TCK-10539,2026-07-04T11:14:00,Technical,Normal,Chat,Pro,70.05,304.66,Closed,False,False,,4.00
TCK-10540,2026-04-09T17:27:00,Shipping,Normal,Chat,Pro,20.76,287.08,Resolved,False,False,,
TCK-10541,2026-02-23T19:09:00,Technical,Normal,Phone,Free,63.25,634.32,Resolved,False,False,,4.00
TCK-10542,2025-09-05T10:46:00,Billing,High,Web,Enterprise,49.83,344.51,Resolved,False,False,,3.00
TCK-10543,2026-05-07T19:23:00,Billing,Low,Web,Free,43.97,245.05,Closed,False,True,61.27,3.00
TCK-10544,2026-01-10T16:27:00,Billing,Normal,Phone,Free,65.10,712.89,Resolved,False,True,296.64,3.00
TCK-10545,2026-05-01T10:06:00,Billing,Normal,Email,Pro,,460.64,Pending,False,True,151.93,5.00
TCK-10546,2025-09-02T17:18:00,Shipping,High,Chat,Free,34.55,178.01,Closed,False,False,,3.00
TCK-10547,2026-01-19T17:39:00,Returns,High,Phone,Pro,109.29,917.05,Resolved,False,True,421.68,5.00
TCK-10548,2025-10-16T13:58:00,Account,High,Web,Free,24.07,291.28,Closed,False,False,,5.00
TCK-10549,2026-07-30T15:05:00,Billing,Normal,Web,Pro,66.04,504.13,Resolved,False,True,278.12,4.00
TCK-10550,2025-11-19T16:52:00,Shipping,Normal,Web,Pro,42.64,198.00,Resolved,False,False,,
TCK-10551,2025-10-19T15:45:00,Returns,Normal,Chat,Free,25.97,349.66,Closed,False,True,405.81,3.00
TCK-10552,2026-07-06T07:05:00,Billing,Urgent,Chat,Free,127.58,640.77,Pending,False,False,,2.00
TCK-10553,2026-07-29T18:31:00,Account,Normal,Phone,Pro,25.90,167.48,Resolved,False,False,,2.00
TCK-10554,2025-08-19T07:03:00,Billing,High,Chat,Free,70.65,484.51,Resolved,False,False,,
TCK-10555,2026-03-08T11:13:00,Returns,Low,Chat,Pro,79.19,1001.10,Pending,False,False,,
TCK-10556,2026-06-06T19:41:00,Billing,Low,Web,Pro,91.48,428.61,Closed,False,False,,4.00
TCK-10557,2026-05-13T09:29:00,Billing,Normal,Phone,Pro,36.99,510.95,Closed,False,True,53.75,4.00
TCK-10558,2026-03-15T08:37:00,Other,Normal,Chat,Enterprise,31.38,302.79,Open,False,False,,3.00
TCK-10559,2025-12-04T12:48:00,Returns,Low,Chat,Pro,31.99,405.48,Closed,False,True,191.04,4.00
TCK-10560,2026-04-25T09:10:00,Billing,Normal,Chat,Enterprise,45.35,338.17,Open,True,False,,4.00
TCK-10561,2025-10-19T12:32:00,Other,Normal,Email,Enterprise,269.00,1614.71,Closed,False,False,,
TCK-10562,2026-06-11T11:32:00,Shipping,Normal,Chat,Enterprise,48.33,271.06,Closed,True,False,,4.00
TCK-10563,2025-10-01T10:30:00,Billing,High,Email,Free,47.38,538.61,Closed,False,True,214.23,5.00
TCK-10564,2025-09-14T15:23:00,Shipping,Normal,Chat,Free,,123.14,Open,False,False,,3.00
TCK-10565,2026-05-12T14:17:00,Technical,Normal,Chat,Pro,60.23,901.92,Resolved,False,False,,3.00
TCK-10566,2026-02-16T16:18:00,Billing,Low,Web,Pro,45.56,427.17,Open,False,False,,
TCK-10567,2026-06-13T07:30:00,Billing,High,Email,Free,94.26,388.15,Open,False,False,,4.00
TCK-10568,2025-08-03T08:51:00,Returns,Urgent,Email,Free,96.05,1232.86,Resolved,False,True,235.53,5.00
TCK-10569,2025-11-01T16:16:00,Returns,Urgent,Chat,Free,134.31,2096.20,Open,False,True,32.17,
TCK-10570,2026-06-02T09:56:00,Billing,Low,Email,Free,17.31,69.97,Pending,False,False,,4.00
TCK-10571,2026-07-08T19:15:00,Returns,Normal,Chat,Free,151.01,1030.07,Closed,False,False,,4.00
TCK-10572,2026-02-25T08:01:00,Returns,Low,Chat,Free,52.61,473.66,Resolved,True,True,144.96,3.00
TCK-10573,2025-11-21T08:58:00,Returns,Normal,Web,Pro,51.91,707.52,Resolved,False,True,91.39,3.00
TCK-10574,2025-11-17T19:45:00,Billing,Normal,Email,Free,33.49,437.04,Closed,False,False,,4.00
TCK-10575,2025-08-04T08:03:00,Technical,Urgent,Phone,Free,66.50,489.72,Pending,False,False,,4.00
TCK-10576,2025-08-30T08:40:00,Billing,Urgent,Web,Free,46.74,360.64,Resolved,False,False,,3.00
TCK-10577,2025-11-22T07:15:00,Technical,High,Chat,Pro,76.70,1113.76,Open,False,False,,
TCK-10578,2026-02-26T19:15:00,Shipping,High,Web,Pro,134.23,562.07,Closed,False,False,,3.00
TCK-10579,2026-01-30T16:02:00,Billing,Normal,Email,Pro,50.38,446.24,Closed,False,True,171.27,3.00
TCK-10580,2025-09-21T18:41:00,Technical,High,Chat,Enterprise,192.88,838.25,Open,False,False,,3.00
TCK-10581,2025-08-17T18:02:00,Shipping,Normal,Chat,Pro,16.63,163.78,Resolved,False,False,,3.00
TCK-10582,2026-06-15T08:15:00,Account,Urgent,Web,Free,161.58,2069.82,Pending,False,False,,4.00
TCK-10583,2026-06-18T11:27:00,Billing,High,Email,Pro,42.55,265.85,Open,False,False,,
TCK-10584,2026-03-07T15:30:00,Billing,Low,Phone,Free,10.22,89.73,Resolved,False,False,,
TCK-10585,2026-01-02T13:36:00,Billing,Normal,Chat,Enterprise,86.98,508.92,Pending,False,True,440.22,2.00
TCK-10586,2026-05-31T18:51:00,Technical,Normal,Chat,Enterprise,64.83,276.64,Closed,True,False,,4.00
TCK-10587,2025-08-20T18:06:00,Other,Normal,Email,Free,39.25,148.79,Closed,False,False,,3.00
TCK-10588,2026-04-29T09:10:00,Other,Low,Chat,Free,37.40,225.48,Resolved,False,False,,3.00
TCK-10589,2026-04-09T19:20:00,Technical,Normal,Chat,Free,84.62,354.26,Resolved,False,False,,3.00
TCK-10590,2025-11-06T13:39:00,Technical,Urgent,Email,Free,50.87,541.26,Resolved,False,False,,4.00
TCK-10591,2026-02-01T15:35:00,Technical,Normal,Chat,Enterprise,122.80,500.92,Open,False,False,,3.00
TCK-10592,2026-03-06T15:29:00,Returns,Urgent,Web,Pro,52.62,570.37,Closed,False,True,161.02,3.00
TCK-10593,2026-02-11T13:04:00,Technical,Low,Email,Enterprise,88.08,541.86,Resolved,False,False,,4.00
TCK-10594,2026-06-06T08:47:00,Billing,High,Chat,Free,47.24,913.71,Open,True,False,,4.00
TCK-10595,2026-06-19T18:32:00,Returns,Low,Email,Free,46.99,587.39,Pending,False,True,309.61,3.00
TCK-10596,2026-04-26T13:06:00,Account,Normal,Phone,Enterprise,36.85,225.61,Closed,False,False,,4.00
TCK-10597,2026-06-28T19:07:00,Technical,Low,Chat,Pro,52.55,312.54,Resolved,False,False,,
TCK-10598,2025-10-17T07:33:00,Shipping,Normal,Web,Pro,78.43,342.36,Open,False,False,,4.00
TCK-10599,2026-02-03T10:57:00,Billing,Normal,Email,Enterprise,58.40,171.47,Closed,False,False,,3.00
TCK-10600,2026-01-02T07:19:00,Shipping,High,Chat,Free,31.08,347.78,Closed,False,False,,
TCK-10601,2026-04-17T13:12:00,Technical,High,Web,Pro,48.85,534.90,Closed,False,False,,5.00
TCK-10602,2026-03-07T17:30:00,Returns,High,Email,Free,105.24,939.87,Resolved,False,False,,3.00
TCK-10603,2026-06-13T10:07:00,Account,High,Chat,Free,26.41,123.12,Resolved,False,False,,4.00
TCK-10604,2026-02-03T13:41:00,Shipping,Normal,Chat,Pro,49.65,177.97,Closed,False,False,,
TCK-10605,2026-03-04T12:43:00,Shipping,Low,Email,Free,64.41,366.73,Open,False,False,,3.00
TCK-10606,2026-07-15T09:01:00,Shipping,Normal,Email,Free,,190.75,Open,False,False,,
TCK-10607,2026-01-16T18:19:00,Returns,Normal,Email,Pro,80.22,474.60,Resolved,False,True,216.87,4.00
TCK-10608,2025-09-29T10:26:00,Account,High,Phone,Pro,34.67,208.92,Closed,False,False,,4.00
TCK-10609,2025-12-07T07:42:00,Billing,Low,Chat,Free,43.38,413.99,Resolved,False,False,,4.00
TCK-10610,2025-11-22T07:41:00,Billing,High,Phone,Free,70.07,410.26,Resolved,False,False,,
TCK-10611,2026-03-15T12:11:00,Billing,Normal,Email,Pro,39.35,335.32,Closed,False,True,272.11,5.00
TCK-10612,2026-03-10T11:00:00,Returns,Normal,Chat,Pro,64.03,789.66,Closed,False,True,10.04,5.00
TCK-10613,2025-12-19T16:15:00,Billing,Low,Web,Pro,42.49,299.68,Resolved,False,True,48.30,4.00
TCK-10614,2026-05-14T17:53:00,Returns,Normal,Web,Free,117.11,842.36,Resolved,False,True,171.07,5.00
TCK-10615,2026-01-23T19:06:00,Shipping,Normal,Chat,Free,19.54,365.12,Open,False,False,,3.00
TCK-10616,2026-07-11T18:15:00,Other,High,Phone,Pro,19.22,239.32,Resolved,False,False,,4.00
TCK-10617,2026-04-14T14:11:00,Account,Low,Email,Free,36.26,461.31,Closed,False,False,,4.00
TCK-10618,2026-05-13T13:52:00,Shipping,High,Web,Free,30.83,112.17,Closed,True,False,,5.00
TCK-10619,2026-02-23T19:48:00,Account,Low,Phone,Pro,63.80,231.97,Closed,False,False,,4.00
TCK-10620,2026-06-28T07:05:00,Billing,High,Chat,Enterprise,130.60,542.89,Pending,False,False,,4.00
TCK-10621,2026-07-15T17:52:00,Returns,Low,Email,Free,56.31,552.10,Closed,False,True,280.14,4.00
TCK-10622,2026-04-21T10:50:00,Account,Urgent,Web,Free,41.98,219.23,Resolved,False,False,,5.00
TCK-10623,2026-05-28T18:34:00,Technical,High,Email,Free,73.43,573.59,Closed,True,False,,4.00
TCK-10624,2026-04-13T07:01:00,Technical,High,Phone,Free,56.01,655.33,Closed,True,False,,
TCK-10625,2026-05-31T07:18:00,Returns,Low,Email,Pro,73.03,412.56,Resolved,False,True,86.86,4.00
TCK-10626,2026-01-06T18:34:00,Technical,High,Web,Enterprise,166.78,838.04,Closed,False,False,,
TCK-10627,2026-03-08T15:12:00,Technical,High,Phone,Free,132.23,745.87,Closed,False,False,,3.00
TCK-10628,2025-12-24T13:33:00,Shipping,High,Phone,Pro,53.10,227.75,Closed,False,False,,3.00
TCK-10629,2026-05-09T19:40:00,Account,Low,Chat,Free,24.82,95.14,Resolved,False,False,,4.00
TCK-10630,2026-04-21T17:39:00,Billing,Normal,Chat,Free,82.82,521.73,Closed,False,True,225.11,4.00
TCK-10631,2026-07-17T17:12:00,Technical,Normal,Email,Enterprise,77.29,470.91,Resolved,False,False,,3.00
TCK-10632,2026-05-25T19:15:00,Returns,Low,Email,Enterprise,45.10,544.07,Closed,False,True,423.56,5.00
TCK-10633,2026-05-09T17:19:00,Returns,Low,Chat,Pro,58.45,421.33,Closed,False,True,203.83,3.00
TCK-10634,2025-12-29T12:56:00,Account,Low,Chat,Free,47.04,132.30,Resolved,False,False,,5.00
TCK-10635,2026-05-29T07:04:00,Shipping,Normal,Phone,Free,38.50,247.17,Open,False,False,,2.00
TCK-10636,2026-02-25T14:42:00,Technical,Normal,Web,Pro,27.81,251.76,Closed,False,False,,4.00
TCK-10637,2025-08-19T10:32:00,Technical,High,Email,Enterprise,69.33,275.34,Pending,False,False,,
TCK-10638,2025-12-05T12:19:00,Shipping,Normal,Phone,Pro,57.65,216.86,Closed,False,False,,
TCK-10639,2025-12-30T16:09:00,Technical,High,Email,Pro,90.36,341.51,Resolved,True,False,,
TCK-10640,2025-12-23T09:35:00,Billing,Normal,Email,Enterprise,32.93,90.91,Resolved,False,False,,
TCK-10641,2025-12-26T08:34:00,Returns,High,Web,Free,131.31,1083.89,Closed,True,True,94.83,
TCK-10642,2026-04-21T16:48:00,Returns,Urgent,Chat,Free,230.51,1067.23,Pending,False,False,,3.00
TCK-10643,2026-04-21T11:02:00,Billing,Normal,Chat,Pro,34.41,238.27,Resolved,False,False,,4.00
TCK-10644,2025-08-09T19:32:00,Billing,Normal,Web,Free,82.63,462.68,Pending,False,False,,3.00
TCK-10645,2025-11-22T07:11:00,Billing,Normal,Chat,Pro,73.74,371.60,Pending,False,False,,4.00
TCK-10646,2025-12-31T19:29:00,Shipping,Normal,Chat,Free,41.79,258.58,Resolved,False,False,,2.00
TCK-10647,2026-03-02T10:36:00,Returns,Normal,Web,Enterprise,61.60,671.78,Pending,False,False,,3.00
TCK-10648,2025-12-08T16:58:00,Technical,Low,Email,Free,81.95,269.68,Resolved,False,False,,3.00
TCK-10649,2025-09-05T10:28:00,Returns,Normal,Phone,Free,67.48,657.13,Resolved,False,True,335.88,
TCK-10650,2026-05-20T13:20:00,Technical,High,Web,Free,34.62,434.67,Resolved,False,False,,4.00
TCK-10651,2026-02-25T12:44:00,Billing,High,Chat,Pro,,522.83,Resolved,False,True,468.21,4.00
TCK-10652,2025-11-03T08:18:00,Shipping,Normal,Chat,Free,55.66,195.23,Closed,False,False,,4.00
TCK-10653,2026-03-13T16:08:00,Technical,Normal,Web,Free,54.02,555.43,Resolved,False,False,,4.00
TCK-10654,2026-01-27T19:15:00,Technical,High,Web,Free,52.64,334.48,Open,False,False,,3.00
TCK-10655,2026-07-10T10:59:00,Billing,Normal,Chat,Free,69.34,325.38,Pending,False,False,,4.00
TCK-10656,2025-11-01T08:42:00,Returns,Urgent,Email,Free,1985.27,12603.87,Resolved,False,True,24.30,4.00
TCK-10657,2026-03-28T09:26:00,Shipping,Normal,Email,Free,296.97,1638.52,Resolved,False,False,,3.00
TCK-10658,2026-05-19T13:23:00,Shipping,Normal,Email,Pro,85.32,485.02,Resolved,False,False,,
TCK-10659,2026-03-09T18:54:00,Returns,Low,Email,Free,136.84,1967.57,Pending,False,True,320.71,
TCK-10660,2026-01-16T17:48:00,Shipping,Low,Web,Free,41.79,108.70,Closed,False,False,,4.00
TCK-10661,2026-06-06T07:42:00,Shipping,Normal,Chat,Enterprise,147.96,717.65,Closed,False,False,,5.00
TCK-10662,2026-02-28T12:25:00,Technical,Normal,Chat,Enterprise,49.05,416.03,Resolved,False,False,,4.00
TCK-10663,2026-02-02T10:55:00,Shipping,High,Web,Free,52.07,304.03,Closed,False,False,,
TCK-10664,2026-07-15T08:49:00,Technical,Normal,Email,Pro,41.06,315.85,Closed,False,False,,4.00
TCK-10665,2026-02-27T17:24:00,Account,Normal,Phone,Pro,58.02,344.90,Pending,False,False,,4.00
TCK-10666,2026-05-31T10:57:00,Technical,Low,Web,Free,46.24,218.00,Open,False,False,,4.00
TCK-10667,2026-07-23T08:20:00,Billing,Urgent,Web,Pro,54.48,1032.79,Closed,True,True,100.97,4.00
TCK-10668,2026-05-16T12:46:00,Shipping,Normal,Email,Free,65.71,248.62,Pending,False,False,,5.00
TCK-10669,2025-12-01T19:15:00,Shipping,Normal,Phone,Enterprise,32.91,208.49,Closed,False,False,,4.00
TCK-10670,2026-03-02T10:25:00,Billing,Normal,Email,Free,60.61,314.87,Resolved,False,False,,4.00
TCK-10671,2026-02-05T17:56:00,Billing,Normal,Chat,Enterprise,77.73,435.02,Closed,False,False,,4.00
TCK-10672,2026-02-28T13:36:00,Account,High,Email,Free,248.08,1239.33,Resolved,True,False,,
TCK-10673,2026-05-24T09:45:00,Technical,Normal,Email,Pro,86.57,438.19,Closed,False,False,,4.00
TCK-10674,2025-11-20T16:45:00,Account,Urgent,Email,Pro,56.45,413.38,Resolved,False,False,,4.00
TCK-10675,2026-05-12T09:48:00,Other,Normal,Chat,Enterprise,56.32,169.78,Closed,False,False,,4.00
TCK-10676,2026-02-20T15:44:00,Shipping,Low,Chat,Pro,20.98,137.79,Closed,False,False,,
TCK-10677,2026-01-18T10:48:00,Account,Low,Web,Pro,22.24,94.50,Resolved,False,False,,4.00
TCK-10678,2026-01-16T18:59:00,Returns,Normal,Email,Enterprise,219.15,1312.04,Closed,False,True,297.88,4.00
TCK-10679,2026-07-05T10:14:00,Billing,Low,Web,Free,41.95,330.34,Resolved,False,True,444.20,4.00
TCK-10680,2026-04-08T14:50:00,Billing,Low,Phone,Pro,30.00,193.61,Resolved,True,False,,3.00
TCK-10681,2026-05-28T10:32:00,Technical,Normal,Email,Pro,23.50,402.81,Resolved,False,False,,4.00
TCK-10682,2025-12-22T12:31:00,Shipping,Normal,Chat,Pro,60.87,205.57,Pending,False,False,,4.00
TCK-10683,2026-07-30T19:21:00,Other,Normal,Chat,Pro,46.72,418.30,Pending,False,False,,4.00
TCK-10684,2025-12-26T14:16:00,Billing,Low,Web,Pro,37.93,203.42,Pending,False,True,113.95,
TCK-10685,2025-08-05T11:15:00,Shipping,Normal,Web,Free,31.45,381.50,Closed,False,False,,5.00
TCK-10686,2026-05-25T15:00:00,Account,Normal,Web,Free,25.85,100.13,Resolved,False,False,,4.00
TCK-10687,2026-06-24T17:02:00,Shipping,Normal,Chat,Enterprise,45.05,186.71,Closed,False,False,,4.00
TCK-10688,2026-04-17T14:13:00,Shipping,Low,Email,Free,33.42,116.17,Resolved,False,False,,3.00
TCK-10689,2026-07-20T19:11:00,Shipping,Urgent,Email,Free,56.42,331.44,Resolved,True,False,,4.00
TCK-10690,2026-04-18T07:41:00,Returns,Normal,Phone,Pro,95.71,742.50,Resolved,False,True,270.43,3.00
TCK-10691,2026-04-23T07:26:00,Billing,Urgent,Phone,Free,153.66,748.17,Pending,False,False,,4.00
TCK-10692,2026-05-13T10:30:00,Technical,Low,Email,Free,24.01,239.55,Open,False,False,,2.00
TCK-10693,2025-10-18T18:38:00,Technical,Normal,Chat,Free,42.27,328.43,Closed,False,False,,3.00
TCK-10694,2025-10-14T13:13:00,Account,High,Web,Free,30.87,184.22,Pending,False,False,,5.00
TCK-10695,2026-02-07T10:55:00,Returns,Normal,Chat,Pro,16.58,249.88,Resolved,False,False,,
TCK-10696,2025-08-16T14:30:00,Account,Low,Phone,Pro,39.39,107.94,Closed,False,False,,3.00
TCK-10697,2026-05-20T19:00:00,Returns,High,Email,Free,84.79,761.02,Closed,False,True,126.04,5.00
TCK-10698,2025-08-23T13:19:00,Technical,Urgent,Email,Free,29.45,379.58,Resolved,True,False,,5.00
TCK-10699,2025-09-27T09:09:00,Other,Low,Phone,Enterprise,31.43,111.98,Open,False,False,,3.00
TCK-10700,2025-08-29T12:53:00,Shipping,Normal,Web,Free,37.00,234.68,Pending,False,False,,4.00
TCK-10701,2025-08-21T17:57:00,Technical,Normal,Email,Free,127.19,706.91,Closed,False,False,,4.00
TCK-10702,2026-07-12T14:06:00,Returns,Normal,Chat,Free,54.25,310.92,Resolved,False,True,58.41,3.00
TCK-10703,2026-02-05T13:50:00,Billing,Normal,Chat,Free,87.33,531.96,Closed,True,False,,
TCK-10704,2026-07-23T15:23:00,Returns,Normal,Web,Pro,87.38,1402.27,Resolved,False,True,468.92,5.00
TCK-10705,2025-09-17T07:11:00,Returns,Normal,Web,Free,,857.53,Closed,False,True,280.13,1.00
TCK-10706,2025-11-05T09:46:00,Shipping,Normal,Email,Enterprise,52.03,433.08,Pending,False,False,,
TCK-10707,2026-03-28T17:47:00,Shipping,Urgent,Phone,Free,164.57,798.60,Closed,False,False,,3.00
TCK-10708,2026-06-25T18:05:00,Shipping,Normal,Chat,Pro,32.79,210.42,Pending,False,False,,4.00
TCK-10709,2026-04-08T12:20:00,Billing,Normal,Chat,Free,65.00,346.14,Pending,False,False,,3.00
TCK-10710,2026-07-27T18:02:00,Shipping,Urgent,Chat,Free,21.50,101.26,Resolved,False,False,,3.00
TCK-10711,2025-11-12T07:19:00,Other,Low,Email,Free,17.33,191.63,Resolved,False,False,,3.00
TCK-10712,2026-07-01T10:36:00,Returns,High,Email,Free,54.03,258.38,Closed,False,False,,3.00
TCK-10713,2026-07-01T08:24:00,Account,Low,Email,Pro,16.00,42.76,Resolved,False,False,,4.00
TCK-10714,2026-05-23T11:14:00,Billing,High,Email,Free,119.88,669.67,Closed,False,False,,4.00
TCK-10715,2025-08-11T16:34:00,Billing,Low,Email,Free,56.30,274.21,Closed,False,False,,4.00
TCK-10716,2025-08-23T19:05:00,Shipping,High,Web,Free,72.66,268.74,Pending,False,False,,3.00
TCK-10717,2025-11-27T15:58:00,Shipping,Low,Chat,Pro,80.32,277.29,Resolved,False,False,,4.00
TCK-10718,2026-03-08T17:29:00,Billing,Normal,Email,Pro,51.14,362.95,Resolved,False,False,,4.00
TCK-10719,2025-09-18T12:09:00,Billing,Normal,Web,Pro,766.27,5498.41,Closed,False,False,,3.00
TCK-10720,2025-10-07T19:40:00,Other,Urgent,Web,Pro,46.49,198.14,Resolved,False,False,,5.00
TCK-10721,2025-10-21T13:13:00,Technical,Urgent,Web,Free,40.61,636.00,Closed,False,False,,4.00
TCK-10722,2025-12-16T18:38:00,Returns,High,Phone,Pro,66.87,701.08,Pending,False,True,306.81,4.00
TCK-10723,2026-05-18T08:20:00,Billing,High,Chat,Free,53.01,863.91,Closed,False,True,375.59,
TCK-10724,2026-05-29T11:50:00,Account,High,Phone,Pro,35.06,146.58,Closed,False,False,,3.00
TCK-10725,2026-02-23T17:30:00,Technical,Normal,Email,Pro,67.10,268.19,Closed,False,False,,4.00
TCK-10726,2026-07-26T14:55:00,Account,Normal,Chat,Enterprise,12.87,122.30,Closed,False,False,,
TCK-10727,2026-02-08T17:00:00,Billing,Normal,Chat,Pro,88.06,416.61,Closed,False,False,,5.00
TCK-10728,2025-09-20T19:50:00,Billing,Normal,Chat,Pro,,278.31,Resolved,False,False,,4.00
TCK-10729,2026-04-15T14:20:00,Technical,Normal,Email,Free,55.11,456.21,Closed,True,False,,
TCK-10730,2026-07-29T13:06:00,Returns,Normal,Chat,Pro,49.11,698.22,Resolved,False,True,108.60,
TCK-10731,2025-12-29T18:31:00,Billing,Normal,Email,Pro,24.99,330.18,Resolved,False,True,470.20,3.00
TCK-10732,2026-07-11T15:08:00,Other,Urgent,Web,Pro,106.85,537.81,Pending,False,False,,5.00
TCK-10733,2025-11-20T16:53:00,Billing,Normal,Web,Pro,17.97,285.19,Resolved,False,True,427.57,4.00
TCK-10734,2025-10-08T17:35:00,Technical,Normal,Email,Free,76.40,364.20,Pending,False,False,,4.00
TCK-10735,2026-06-26T18:41:00,Account,Normal,Email,Enterprise,60.86,257.95,Resolved,False,False,,4.00
TCK-10736,2025-12-03T15:31:00,Shipping,Urgent,Phone,Enterprise,82.97,958.58,Closed,True,False,,4.00
TCK-10737,2025-12-30T10:12:00,Account,High,Email,Free,46.05,163.80,Closed,False,False,,4.00
TCK-10738,2025-08-12T13:49:00,Returns,Normal,Email,Free,,959.23,Closed,False,True,186.01,4.00
TCK-10739,2026-02-01T11:53:00,Account,Normal,Phone,Free,,388.05,Resolved,False,False,,3.00
TCK-10740,2025-10-29T15:57:00,Account,Normal,Web,Pro,28.62,97.51,Closed,False,False,,
TCK-10741,2026-01-09T16:11:00,Billing,Normal,Chat,Pro,44.06,197.07,Open,False,False,,
TCK-10742,2026-01-07T15:20:00,Account,Normal,Phone,Pro,68.00,281.44,Resolved,True,False,,4.00
TCK-10743,2026-06-19T09:13:00,Returns,High,Phone,Free,61.54,558.99,Resolved,False,True,272.97,
TCK-10744,2026-05-28T07:10:00,Other,High,Web,Free,30.79,172.87,Closed,False,False,,3.00
TCK-10745,2026-07-12T08:41:00,Billing,Low,Email,Free,205.70,1502.33,Pending,False,False,,4.00
TCK-10746,2026-06-06T16:56:00,Billing,High,Email,Free,105.06,486.37,Closed,False,False,,4.00
